["2015-05-01",387,88],
["2015-06-01",387,88],
["2015-07-01",387,88],
["2015-08-01",387,88],
["2015-09-01",387,88],
["2015-10-01",387,88],
["2015-11-01",387,88],
["2015-12-01",387,88],
["2016-01-01",387,88],
["2016-02-01",387,88],
["2016-03-01",387,88],
["2016-04-01",387,88],
["2016-05-01",402,106],
["2016-06-01",402,106],
["2016-07-01",402,106],
["2016-08-01",402,106],
["2016-09-01",402,106],
["2016-10-01",402,106],
["2016-11-01",402,106],
["2016-12-01",402,106],
["2017-01-01",402,106],
["2017-02-01",402,106],
["2017-03-01",402,106],
["2017-04-01",402,106],
["2017-05-01",418,109],
["2017-06-01",418,109],
["2017-07-01",418,109],
["2017-08-01",418,109],
["2017-09-01",418,109],
["2017-10-01",418,109],
["2017-11-01",418,109],
["2017-12-01",418,109],
["2018-01-01",418,109],
["2018-02-01",418,109],
["2018-03-01",418,109],
["2018-04-01",418,109],
["2018-05-01",435,112],
["2018-06-01",435,112],
["2018-07-01",435,112],
["2018-08-01",435,112],
["2018-09-01",435,112],
["2018-10-01",435,112],
["2018-11-01",435,112],
["2018-12-01",435,112],
["2019-01-01",435,112],
["2019-02-01",435,112],
["2019-03-01",435,112],
["2019-04-01",435,112],
["2019-05-01",453,116],
["2019-06-01",453,116],
["2019-07-01",453,116],
["2019-08-01",453,116],
["2019-09-01",453,116],
["2019-10-01",453,116],
["2019-11-01",453,116],
["2019-12-01",453,116],
["2020-01-01",453,116],
["2020-02-01",453,116],
["2020-03-01",453,116],
["2020-04-01",453,116],
["2020-05-01",471,119],
["2020-06-01",471,119],
["2020-07-01",471,119],
["2020-08-01",471,119],
["2020-09-01",471,119],
["2020-10-01",471,119],
["2020-11-01",471,119],
["2020-12-01",471,119],
["2021-01-01",471,119],
["2021-02-01",471,119],
["2021-03-01",471,119],
["2021-04-01",471,119],
["2021-05-01",490,123],
["2021-06-01",490,123],
["2021-07-01",490,123],
["2021-08-01",490,123],
["2021-09-01",490,123],
["2021-10-01",490,123],
["2021-11-01",490,123],
["2021-12-01",490,123],
["2022-01-01",490,123],
["2022-02-01",490,123],
["2022-03-01",490,123],
["2022-04-01",490,123],
["2022-05-01",509,127],
["2022-06-01",509,127],
["2022-07-01",509,127],
["2022-08-01",509,127],
["2022-09-01",509,127],
["2022-10-01",509,127],
["2022-11-01",509,127],
["2022-12-01",509,127],
["2023-01-01",509,127],
["2023-02-01",509,127],
["2023-03-01",509,127],
["2023-04-01",509,127],
["2023-05-01",530,131],
["2023-06-01",530,131],
["2023-07-01",530,131],
["2023-08-01",530,131],
["2023-09-01",530,131],
["2023-10-01",530,131],
["2023-11-01",530,131],
["2023-12-01",530,131],
["2024-01-01",530,131],
["2024-02-01",530,131],
["2024-03-01",530,131],
["2024-04-01",530,131],
["2024-05-01",551,136],
["2024-06-01",551,136],
["2024-07-01",551,136],
["2024-08-01",551,136],
["2024-09-01",551,136],
["2024-10-01",551,136],
["2024-11-01",551,136],
["2024-12-01",551,136],
["2025-01-01",551,136],
["2025-02-01",551,136],
["2025-03-01",551,136],
["2025-04-01",551,136],
["2025-05-01",573,140],
["2025-06-01",573,140],
["2025-07-01",573,140],
["2025-08-01",573,140],
["2025-09-01",573,140],
["2025-10-01",573,140],
["2025-11-01",573,140],
["2025-12-01",573,140],
["2026-01-01",573,140],
["2026-02-01",573,140],
["2026-03-01",573,140],
["2026-04-01",573,140],
["2026-05-01",596,145],
["2026-06-01",596,145],
["2026-07-01",596,145],
["2026-08-01",596,145],
["2026-09-01",596,145],
["2026-10-01",596,145],
["2026-11-01",596,145],
["2026-12-01",596,145],
["2027-01-01",596,145],
["2027-02-01",596,145],
["2027-03-01",596,145],
["2027-04-01",596,145],
["2027-05-01",619,151],
["2027-06-01",619,151],
["2027-07-01",619,151],
["2027-08-01",619,151],
["2027-09-01",619,151],
["2027-10-01",619,151],
["2027-11-01",619,151],
["2027-12-01",619,151],
["2028-01-01",619,151],
["2028-02-01",619,151],
["2028-03-01",619,151],
["2028-04-01",619,151],
["2028-05-01",644,156],
["2028-06-01",644,156],
["2028-07-01",644,156],
["2028-08-01",644,156],
["2028-09-01",644,156],
["2028-10-01",644,156],
["2028-11-01",644,156],
["2028-12-01",644,156],
["2029-01-01",644,156],
["2029-02-01",644,156],
["2029-03-01",644,156],
["2029-04-01",644,156],
["2029-05-01",670,335],
["2029-06-01",670,335],
["2029-07-01",670,335],
["2029-08-01",670,335],
["2029-09-01",670,335],
["2029-10-01",670,335],
["2029-11-01",670,335],
["2029-12-01",670,335],
["2030-01-01",670,335],
["2030-02-01",670,335],
["2030-03-01",670,335],
["2030-04-01",670,335],
["2030-05-01",697,169],
["2030-06-01",697,169],
["2030-07-01",697,169],
["2030-08-01",697,169],
["2030-09-01",697,169],
["2030-10-01",697,169],
["2030-11-01",697,169],
["2030-12-01",697,169],
["2031-01-01",697,169],
["2031-02-01",697,169],
["2031-03-01",697,169],
["2031-04-01",697,169],
["2031-05-01",725,176],
["2031-06-01",725,176],
["2031-07-01",725,176],
["2031-08-01",725,176],
["2031-09-01",725,176],
["2031-10-01",725,176],
["2031-11-01",725,176],
["2031-12-01",725,176],
["2032-01-01",725,176],
["2032-02-01",725,176],
["2032-03-01",725,176],
["2032-04-01",725,176],
["2032-05-01",754,183],
["2032-06-01",754,183],
["2032-07-01",754,183],
["2032-08-01",754,183],
["2032-09-01",754,183],
["2032-10-01",754,183],
["2032-11-01",754,183],
["2032-12-01",754,183],
["2033-01-01",754,183],
["2033-02-01",754,183],
["2033-03-01",754,183],
["2033-04-01",754,183],
["2033-05-01",784,191],
["2033-06-01",784,191],
["2033-07-01",784,191],
["2033-08-01",784,191],
["2033-09-01",784,191],
["2033-10-01",784,191],
["2033-11-01",784,191],
["2033-12-01",784,191],
["2034-01-01",784,191],
["2034-02-01",784,191],
["2034-03-01",784,191],
["2034-04-01",784,191],
["2034-05-01",815,199],
["2034-06-01",815,199],
["2034-07-01",815,199],
["2034-08-01",815,199],
["2034-09-01",815,199],
["2034-10-01",815,199],
["2034-11-01",815,199],
["2034-12-01",815,199],
["2035-01-01",815,199],
["2035-02-01",815,199],
["2035-03-01",815,199],
["2035-04-01",815,199],
["2035-05-01",848,207],
["2035-06-01",848,207],
["2035-07-01",848,207],
["2035-08-01",848,207],
["2035-09-01",848,207],
["2035-10-01",848,207],
["2035-11-01",848,207],
["2035-12-01",848,207],
["2036-01-01",848,207],
["2036-02-01",848,207],
["2036-03-01",848,207],
["2036-04-01",848,207],
["2036-05-01",882,217],
["2036-06-01",882,217],
["2036-07-01",882,217],
["2036-08-01",882,217],
["2036-09-01",882,217],
["2036-10-01",882,217],
["2036-11-01",882,217],
["2036-12-01",882,217],
["2037-01-01",882,217],
["2037-02-01",882,217],
["2037-03-01",882,217],
["2037-04-01",882,217],
["2037-05-01",917,226],
["2037-06-01",917,226],
["2037-07-01",917,226],
["2037-08-01",917,226],
["2037-09-01",917,226],
["2037-10-01",917,226],
["2037-11-01",917,226],
["2037-12-01",917,226],
["2038-01-01",917,226],
["2038-02-01",917,226],
["2038-03-01",917,226],
["2038-04-01",917,226],
["2038-05-01",954,236],
["2038-06-01",954,236],
["2038-07-01",954,236],
["2038-08-01",954,236],
["2038-09-01",954,236],
["2038-10-01",954,236],
["2038-11-01",954,236],
["2038-12-01",954,236],
["2039-01-01",954,236],
["2039-02-01",954,236],
["2039-03-01",954,236],
["2039-04-01",954,236],
["2039-05-01",992,247],
["2039-06-01",992,247],
["2039-07-01",992,247],
["2039-08-01",992,247],
["2039-09-01",992,247],
["2039-10-01",992,247],
["2039-11-01",992,247],
["2039-12-01",992,247],
["2040-01-01",992,247],
["2040-02-01",992,247],
["2040-03-01",992,247],
["2040-04-01",992,247],
